NLL17,Cambourne Redruth Community Hospital,,,,,, 	630 , 	627 , 	323 , 	307 , 	- 0,*,*, 	29 , 	587 ,,, 	24 , 	19 , 	78 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*, 	- 0,*, 	10 , 	20 , 	24 , 	15 , 	38 , 	103 , 	81 , 	126 , 	120 , 	91 , 	- 0," 	15,292 ", 	- 0, 	- 0, 	- 0
RGT,Cambridge University Hospitals NHS Foundation Trust,,,,,," 	179,277 "," 	139,881 "," 	80,846 "," 	98,417 ", 	14 ," 	42,933 "," 	45,913 "," 	35,373 "," 	15,662 ", 	56 , 	36 , 	4 , 	1 , 	53 ," 	8,134 "," 	4,545 "," 	3,080 "," 	3,191 ", 	787 , 	915 , 	952 , 	919 ," 	1,135 "," 	6,859 "," 	7,724 "," 	9,377 "," 	7,874 "," 	7,977 "," 	9,049 "," 	10,711 "," 	10,909 "," 	11,517 "," 	15,626 "," 	14,116 "," 	13,331 "," 	11,822 "," 	9,689 "," 	6,986 "," 	59,524 "," 	371,092 "," 	9,752 "," 	8,672 "," 	4,875 "
RT1,Cambridgeshire And Peterborough NHS Foundation Trust,,,,,," 	3,480 "," 	2,878 "," 	1,664 "," 	1,816 ", 	- 0, 	690 ," 	1,030 ", 	581 , 	577 , 	31 , 	5 , 	40 , 	15 , 	50 ,*,*, 	14 , 	34 , 	16 , 	28 , 	32 , 	51 , 	56 , 	299 , 	306 , 	308 , 	225 , 	277 , 	269 , 	221 , 	146 , 	117 , 	165 , 	133 , 	176 , 	212 , 	209 , 	183 , 	- 0," 	109,921 ", 	20 , 	13 , 	13 
RYV,Cambridgeshire Community Services NHS Trust,,,,,," 	4,576 "," 	4,572 "," 	2,430 "," 	2,146 ", 	- 0," 	3,925 ", 	38 , 	384 , 	225 , 	20 , 	17 , 	1 , 	- 0, 	5 ," 	1,814 "," 	1,401 ", 	574 , 	412 , 	130 , 	104 , 	6 ,*, 	- 0,*,*,*,*,*,*,*, 	9 , 	7 , 	20 , 	18 , 	14 , 	18 , 	11 , 	7 , 	17 ," 	6,394 "," 	2,709 ", 	284 , 	44 
RV3,Central And North West London NHS Foundation Trust,,,,,," 	5,119 "," 	4,267 "," 	2,738 "," 	2,374 ", 	7 ," 	1,999 ", 	565 ," 	1,047 ", 	656 ,,, 	78 , 	27 , 	48 , 	- 0, 	- 0, 	8 , 	29 ,*,*, 	23 , 	45 , 	64 , 	477 , 	472 , 	497 , 	474 , 	411 , 	438 , 	423 , 	280 , 	201 , 	222 , 	200 , 	240 , 	224 , 	207 , 	149 , 	- 0," 	290,354 ", 	82 , 	21 , 	10 
RW3-X,Central Manchester University Hospitals NHS Foundation Trust,,,,,," 	221,720 "," 	185,416 "," 	102,439 "," 	119,269 ", 	12 ," 	52,709 "," 	60,500 "," 	40,389 "," 	31,818 ", 	66 , 	35 , 	5 , 	1 , 	41 ," 	16,339 "," 	14,843 "," 	11,716 "," 	9,928 "," 	1,961 "," 	1,574 "," 	1,349 "," 	1,288 "," 	1,560 "," 	10,258 "," 	13,680 "," 	13,099 "," 	10,625 "," 	8,328 "," 	9,328 "," 	10,966 "," 	11,738 "," 	12,316 "," 	13,685 "," 	11,940 "," 	12,339 "," 	9,171 "," 	5,542 "," 	2,841 "," 	81,686 "," 	484,331 "," 	15,412 "," 	2,968 "," 	10,563 "
RQM,Chelsea And Westminster Hospital NHS Foundation Trust,,,,,," 	150,500 "," 	125,987 "," 	65,883 "," 	84,532 ", 	85 ," 	51,058 "," 	37,861 "," 	10,582 "," 	26,486 ", 	51 , 	38 , 	4 , 	1 , 	44 ," 	15,894 "," 	5,900 "," 	4,374 "," 	2,691 ", 	630 , 	638 , 	735 , 	723 , 	731 ," 	5,390 "," 	8,737 "," 	11,629 "," 	9,992 "," 	6,936 "," 	6,960 "," 	7,170 "," 	6,961 "," 	7,028 "," 	8,165 "," 	8,056 "," 	8,215 "," 	8,071 "," 	6,430 "," 	4,825 "," 	39,691 "," 	314,011 "," 	19,929 "," 	1,699 "," 	3,965 "
RXA,Cheshire And Wirral Partnership NHS Foundation Trust,,,,,," 	2,485 "," 	2,223 "," 	1,241 "," 	1,244 ", 	- 0," 	1,197 ", 	232 , 	415 , 	379 , 	11 , 	3 , 	47 , 	16 , 	44 , 	- 0, 	- 0, 	- 0, 	17 , 	30 , 	49 , 	32 , 	45 , 	46 , 	218 , 	237 , 	218 , 	173 , 	262 , 	244 , 	203 , 	173 , 	114 , 	82 , 	109 , 	99 , 	73 , 	41 , 	17 , 	- 0," 	108,865 ", 	20 , 	9 ,*
RFS,Chesterfield Royal Hospital NHS Foundation Trust,,,,,," 	89,680 "," 	75,884 "," 	38,568 "," 	51,112 ", 	- 0," 	33,220 "," 	24,254 "," 	7,444 "," 	10,966 ", 	38 , 	28 , 	4 , 	1 , 	55 ," 	4,885 "," 	1,830 ", 	931 , 	791 , 	211 , 	277 , 	372 , 	467 , 	570 ," 	4,153 "," 	4,848 "," 	4,171 "," 	3,065 "," 	3,225 "," 	3,885 "," 	4,290 "," 	5,463 "," 	5,499 "," 	7,503 "," 	8,072 "," 	7,731 "," 	7,493 "," 	5,973 "," 	3,830 "," 	27,421 "," 	182,120 "," 	10,698 ", 	730 ," 	5,008 "
NV313,Circle - Nottingham NHS Treatment Centre,,,,,," 	31,791 "," 	31,791 "," 	14,084 "," 	17,682 ", 	25 , 	- 0," 	27,086 "," 	4,218 ", 	487 , 	253 , 	58 , 	- 0, 	- 0, 	56 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	11 , 	28 , 	141 , 	203 ," 	1,433 "," 	1,362 "," 	1,756 "," 	1,619 "," 	1,979 "," 	2,634 "," 	2,977 "," 	2,847 "," 	2,807 "," 	3,214 "," 	2,797 "," 	2,580 "," 	1,836 ", 	937 , 	381 ," 	30,395 ", 	- 0, 	- 0, 	224 , 	10 
NV302,Circle Bath Hospital,,,,,," 	4,706 "," 	4,706 "," 	1,975 "," 	2,731 ", 	- 0, 	- 0," 	4,689 ",*,*,,, 	2 , 	2 , 	57 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	15 , 	23 , 	128 , 	189 , 	194 , 	229 , 	311 , 	420 , 	463 , 	462 , 	436 , 	547 , 	543 , 	404 , 	239 , 	89 , 	13 ," 	3,315 "," 	3,163 ", 	- 0, 	12 ,*
NV323,Circle Reading Hospital,,,,,," 	4,547 "," 	4,547 "," 	1,896 "," 	2,651 ", 	- 0, 	- 0," 	4,546 ",*,*,,, 	2 , 	1 , 	53 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	21 , 	179 , 	200 , 	282 , 	317 , 	398 , 	488 , 	477 , 	426 , 	434 , 	452 , 	354 , 	262 , 	159 , 	73 , 	17 ," 	3,638 "," 	1,713 ", 	- 0, 	- 0,*
NTPH4,Cirencester NHS Treatment Centre,,,,,," 	1,149 "," 	1,149 ", 	570 , 	579 , 	- 0, 	- 0," 	1,149 ", 	- 0, 	- 0, 	47 , 	42 ,,, 	48 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*, 	9 , 	75 , 	106 , 	86 , 	100 , 	105 , 	133 , 	121 , 	88 , 	95 , 	96 , 	64 , 	39 ,*,*,*," 	1,149 ", 	- 0, 	- 0, 	- 0, 	- 0
RLN,City Hospitals Sunderland NHS Foundation Trust,,,,,," 	145,127 "," 	129,038 "," 	66,765 "," 	78,361 ",*," 	35,721 "," 	62,475 "," 	22,648 "," 	8,194 ", 	72 , 	39 , 	4 , 	1 , 	57 ," 	4,790 "," 	2,753 "," 	1,794 "," 	1,561 ", 	475 , 	489 , 	496 , 	639 , 	572 ," 	4,384 "," 	5,248 "," 	5,301 "," 	5,024 "," 	5,523 "," 	6,966 "," 	8,586 "," 	10,211 "," 	11,060 "," 	13,622 "," 	13,455 "," 	14,790 "," 	13,627 "," 	9,157 "," 	4,425 "," 	71,837 "," 	238,924 "," 	9,451 "," 	2,861 "," 	1,690 "
NQ108,Clacton Hospital,,,,,, 	809 , 	801 , 	317 , 	492 , 	- 0, 	6 , 	536 , 	7 , 	252 , 	12 , 	12 , 	14 , 	8 , 	83 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*, 	9 , 	22 , 	34 , 	57 , 	116 , 	174 , 	211 , 	178 , 	- 0," 	11,607 ", 	- 0,*,*
NVC28,Clifton Park Hospital,,,,,," 	2,980 "," 	2,980 "," 	1,379 "," 	1,601 ", 	- 0, 	- 0," 	2,980 ", 	- 0, 	- 0, 	49 , 	35 , 	3 , 	3 , 	60 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	7 , 	8 , 	53 , 	45 , 	61 , 	92 , 	142 , 	224 , 	254 , 	374 , 	397 , 	517 , 	364 , 	246 , 	152 , 	42 ,*," 	1,827 "," 	3,105 ", 	- 0, 	- 0, 	- 0
NVC29,Cobalt Hospital,,,,,," 	4,174 "," 	4,174 "," 	2,031 "," 	2,143 ", 	- 0, 	- 0," 	4,174 ", 	- 0, 	- 0, 	55 , 	27 ,,, 	52 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	13 , 	133 , 	185 , 	275 , 	301 , 	397 , 	432 , 	578 , 	492 , 	443 , 	403 , 	250 , 	148 , 	84 , 	24 , 	8 ," 	4,174 ", 	- 0, 	- 0, 	- 0, 	- 0
NVM01,Cobham Day Surgery Hospital,,,,,," 	3,017 ", 	933 ," 	1,239 "," 	1,778 ", 	- 0, 	- 0, 	894 , 	39 , 	- 0, 	31 , 	27 ,,, 	61 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	7 , 	9 , 	87 , 	86 , 	105 , 	143 , 	172 , 	238 , 	251 , 	224 , 	230 , 	290 , 	295 , 	330 , 	283 , 	167 , 	92 ," 	3,017 ", 	- 0, 	- 0, 	- 0, 	- 0
RDE,Colchester Hospital University NHS Foundation Trust,,,,,," 	115,467 "," 	99,333 "," 	53,608 "," 	61,847 ", 	12 ," 	40,950 "," 	34,829 "," 	14,658 "," 	8,896 ", 	55 , 	35 , 	4 , 	1 , 	55 ," 	7,132 "," 	2,971 "," 	1,929 "," 	1,380 ", 	329 , 	415 , 	481 , 	531 , 	662 ," 	3,798 "," 	4,652 "," 	4,347 "," 	3,718 "," 	3,734 "," 	4,672 "," 	5,816 "," 	6,060 "," 	7,376 "," 	11,161 "," 	11,577 "," 	11,420 "," 	9,722 "," 	6,989 "," 	4,322 "," 	42,069 "," 	210,070 "," 	14,890 "," 	1,296 "," 	2,408 "
RJ8,Cornwall Partnership NHS Foundation Trust,,,,,, 	813 , 	527 , 	455 , 	358 , 	- 0, 	211 , 	17 , 	257 , 	42 , 	1 , 	1 , 	74 , 	31 , 	48 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	15 , 	59 , 	78 , 	85 , 	60 , 	91 , 	68 , 	60 , 	55 , 	61 , 	36 , 	40 , 	40 , 	38 , 	11 , 	6 , 	- 0," 	39,258 ", 	- 0, 	- 0, 	- 0
RJR,Countess Of Chester Hospital NHS Foundation Trust,,,,,," 	95,880 "," 	81,172 "," 	40,644 "," 	55,234 ",*," 	27,986 "," 	31,301 "," 	7,442 "," 	14,443 ", 	46 , 	29 , 	4 , 	1 , 	53 ," 	4,749 "," 	2,267 "," 	1,221 "," 	1,044 ", 	270 , 	253 , 	374 , 	442 , 	587 ," 	4,142 "," 	5,826 "," 	6,199 "," 	4,365 "," 	3,670 "," 	4,098 "," 	5,011 "," 	5,189 "," 	5,602 "," 	7,498 "," 	7,727 "," 	7,850 "," 	7,209 "," 	5,940 "," 	3,854 "," 	33,453 "," 	192,818 "," 	9,077 "," 	1,072 "," 	8,053 "
RXP,County Durham And Darlington NHS Foundation Trust,,,,,," 	168,989 "," 	144,605 "," 	73,573 "," 	95,408 ", 	8 ," 	59,213 "," 	55,114 "," 	15,726 "," 	14,552 ", 	52 , 	32 , 	4 , 	1 , 	54 ," 	9,378 "," 	4,403 "," 	2,329 "," 	1,771 ", 	468 , 	526 , 	637 , 	840 , 	959 ," 	6,345 "," 	7,396 "," 	6,815 "," 	5,678 "," 	6,201 "," 	8,227 "," 	9,138 "," 	11,626 "," 	11,663 "," 	14,972 "," 	14,322 "," 	15,092 "," 	13,376 "," 	10,246 "," 	6,185 "," 	62,530 "," 	328,577 "," 	21,315 "," 	1,353 "," 	3,251 "
RYG,Coventry And Warwickshire Partnership NHS Trust,,,,,," 	1,633 "," 	1,318 ", 	858 , 	775 , 	- 0," 	1,122 ", 	10 , 	34 , 	152 ,,, 	90 , 	34 , 	44 , 	- 0, 	- 0,*,*,*,*, 	20 , 	39 , 	35 , 	153 , 	198 , 	176 , 	146 , 	133 , 	144 , 	141 , 	96 , 	62 , 	66 , 	59 , 	51 , 	49 , 	20 , 	17 , 	- 0," 	102,558 ", 	14 ,*, 	- 0
RJ6,Croydon Health Services NHS Trust,,,,,," 	87,310 "," 	68,408 "," 	38,236 "," 	49,073 ",*," 	32,953 "," 	24,876 "," 	1,328 "," 	9,251 ", 	40 , 	31 , 	4 , 	1 , 	52 ," 	5,203 "," 	2,124 "," 	1,443 "," 	1,075 ", 	284 , 	288 , 	393 , 	422 , 	406 ," 	3,054 "," 	4,349 "," 	4,582 "," 	4,219 "," 	3,831 "," 	4,670 "," 	5,309 "," 	4,919 "," 	4,738 "," 	5,751 "," 	5,304 "," 	6,161 "," 	6,719 "," 	5,326 "," 	4,037 "," 	23,017 "," 	186,571 "," 	10,245 ", 	851 ," 	1,122 "
RNN,Cumbria Partnership NHS Foundation Trust,,,,,," 	4,604 "," 	4,406 "," 	2,097 "," 	2,506 ",*," 	1,821 ",*,*," 	2,151 ", 	297 ,*,*, 	14 , 	70 , 	- 0, 	19 , 	37 , 	10 ,*,*,*, 	16 , 	11 , 	108 , 	119 , 	120 , 	130 , 	138 , 	151 , 	181 , 	148 , 	137 , 	286 , 	335 , 	511 , 	737 , 	772 , 	621 , 	74 ," 	105,951 ", 	280 ,*, 	- 0
RN7-X,Dartford And Gravesham NHS Trust,,,,,," 	92,298 "," 	80,973 "," 	40,247 "," 	52,047 ",*," 	30,035 "," 	27,984 "," 	11,569 "," 	11,385 ", 	40 , 	29 , 	3 , 	1 , 	51 ," 	8,199 "," 	1,925 "," 	1,117 ", 	990 , 	298 , 	266 , 	341 , 	389 , 	422 ," 	3,285 "," 	4,835 "," 	5,066 "," 	4,231 "," 	3,855 "," 	4,776 "," 	5,160 "," 	6,036 "," 	5,560 "," 	7,135 "," 	6,527 "," 	7,151 "," 	6,552 "," 	4,849 "," 	2,990 "," 	21,858 "," 	188,620 "," 	10,822 "," 	12,813 "," 	1,947 "
RTG,Derby Teaching Hospitals NHS Foundation Trust,,,,,," 	196,369 "," 	150,380 "," 	84,899 "," 	111,469 ",*," 	51,679 "," 	50,434 "," 	26,410 "," 	21,857 ", 	42 , 	36 , 	4 , 	2 , 	55 ," 	8,473 "," 	2,263 "," 	2,080 "," 	1,642 ", 	495 , 	607 , 	809 , 	904 ," 	1,070 "," 	8,401 "," 	10,422 "," 	10,438 "," 	7,871 "," 	7,990 "," 	9,579 "," 	11,387 "," 	11,128 "," 	12,774 "," 	16,505 "," 	16,431 "," 	16,395 "," 	15,556 "," 	13,269 "," 	9,119 "," 	62,701 "," 	375,590 "," 	7,898 "," 	2,002 "," 	10,138 "
RY8,Derbyshire Community Health Services NHS Foundation Trust,,,,,," 	10,050 "," 	10,020 "," 	4,369 "," 	5,536 ", 	145 , 	721 ," 	6,130 ", 	180 ," 	2,989 ", 	52 , 	43 , 	19 , 	13 , 	66 , 	- 0,*,*, 	9 , 	6 , 	8 , 	12 , 	62 , 	97 , 	218 , 	296 , 	291 , 	418 , 	443 , 	572 , 	516 , 	526 , 	556 , 	850 , 	885 ," 	1,008 "," 	1,216 "," 	1,180 ", 	874 ," 	5,264 "," 	88,383 ", 	15 ,*, 	17 
RXM,Derbyshire Healthcare NHS Foundation Trust,,,,,," 	2,052 "," 	1,587 "," 	1,115 ", 	937 , 	- 0," 	1,117 ", 	- 0, 	- 0, 	470 ,,, 	68 , 	34 , 	46 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	14 , 	27 , 	217 , 	207 , 	243 , 	193 , 	168 , 	178 , 	160 , 	102 , 	115 , 	113 , 	77 , 	91 , 	76 , 	41 , 	24 , 	- 0," 	113,744 ", 	14 , 	- 0, 	8 
NTPH3,Devizes NHS Treatment Centre,,,,,," 	5,079 "," 	5,079 "," 	2,370 "," 	2,709 ", 	- 0, 	- 0," 	5,079 ", 	- 0, 	- 0, 	41 , 	37 , 	1 , 	1 , 	53 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	6 , 	14 , 	16 , 	27 , 	255 , 	350 , 	330 , 	299 , 	377 , 	514 , 	474 , 	454 , 	438 , 	522 , 	410 , 	310 , 	194 , 	69 , 	18 ,*,*, 	- 0,*, 	- 0
RWV,Devon Partnership NHS Trust,,,,,," 	2,026 "," 	1,860 "," 	1,016 "," 	1,010 ", 	- 0," 	1,264 ", 	80 , 	372 , 	144 ,,, 	54 , 	21 , 	46 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	33 , 	55 , 	182 , 	202 , 	188 , 	167 , 	189 , 	182 , 	164 , 	136 , 	108 , 	121 , 	89 , 	85 , 	64 , 	42 , 	7 , 	- 0," 	97,027 ", 	19 ,*,*
RP5,Doncaster And Bassetlaw Hospitals NHS Foundation Trust,,,,,," 	154,544 "," 	126,483 "," 	68,870 "," 	85,670 ",*," 	51,197 "," 	42,873 "," 	20,140 "," 	12,273 ", 	44 , 	33 , 	4 , 	1 , 	56 ," 	7,253 "," 	2,582 "," 	2,322 "," 	1,371 ", 	338 , 	528 , 	659 , 	760 , 	879 ," 	5,874 "," 	6,805 "," 	6,393 "," 	5,379 "," 	5,826 "," 	7,228 "," 	8,775 "," 	9,917 "," 	10,111 "," 	12,926 "," 	13,445 "," 	14,891 "," 	13,321 "," 	9,921 "," 	6,500 "," 	51,634 "," 	302,644 "," 	15,207 "," 	3,510 "," 	2,289 "
NNE02,Dorking General Hospital,,,,,," 	2,130 "," 	2,130 ", 	960 ," 	1,170 ", 	- 0, 	- 0," 	2,130 ", 	- 0, 	- 0, 	23 , 	10 , 	3 , 	2 , 	56 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	6 , 	52 , 	72 , 	84 , 	116 , 	198 , 	200 , 	236 , 	230 , 	165 , 	257 , 	195 , 	165 , 	107 , 	37 , 	7 ," 	1,678 "," 	1,224 ", 	- 0, 	- 0, 	- 0
RBD,Dorset County Hospital NHS Foundation Trust,,,,,," 	65,574 "," 	53,896 "," 	30,333 "," 	35,241 ", 	- 0," 	20,598 "," 	23,646 "," 	3,239 "," 	6,413 ", 	48 , 	33 , 	4 , 	1 , 	58 ," 	2,594 "," 	1,267 ", 	807 , 	643 , 	187 , 	225 , 	259 , 	302 , 	367 ," 	2,103 "," 	2,600 "," 	2,366 "," 	2,064 "," 	2,151 "," 	2,627 "," 	3,325 "," 	3,715 "," 	4,243 "," 	6,272 "," 	6,716 "," 	6,619 "," 	6,116 "," 	4,818 "," 	3,130 "," 	22,981 "," 	115,863 "," 	6,299 ", 	811 ," 	2,434 "
RDY,Dorset Healthcare University NHS Foundation Trust,,,,,," 	9,358 "," 	8,583 "," 	4,075 "," 	5,283 ", 	- 0," 	1,387 "," 	4,088 "," 	1,370 "," 	1,738 ", 	41 , 	30 , 	37 , 	22 , 	64 , 	38 , 	- 0, 	- 0, 	8 ,*,*, 	49 , 	32 , 	56 , 	300 , 	356 , 	336 , 	361 , 	409 , 	525 , 	569 , 	551 , 	546 , 	757 , 	731 , 	814 ," 	1,040 ", 	959 , 	880 ," 	3,845 "," 	180,471 ", 	96 , 	12 , 	18 
NVC04,Duchy Hospital,,,,,," 	5,280 "," 	5,280 "," 	2,582 "," 	2,698 ", 	- 0, 	- 0," 	5,280 ", 	- 0, 	- 0, 	98 , 	21 , 	3 , 	3 , 	59 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	15 , 	22 , 	144 , 	179 , 	204 , 	226 , 	332 , 	382 , 	409 , 	481 , 	561 , 	760 , 	628 , 	502 , 	284 , 	127 , 	19 ," 	3,831 "," 	4,135 ", 	- 0, 	- 0, 	- 0
RYK,Dudley And Walsall Mental Health Partnership NHS Trust,,,,,," 	1,232 "," 	1,219 ", 	663 , 	568 ,*," 	1,066 ", 	32 , 	- 0, 	121 ,,, 	43 , 	19 , 	46 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	6 , 	21 , 	20 , 	122 , 	110 , 	122 , 	131 , 	113 , 	107 , 	109 , 	76 , 	54 , 	75 , 	39 , 	42 , 	25 , 	49 , 	10 , 	- 0," 	52,356 ", 	14 , 	32 ,*
RWH,East And North Hertfordshire NHS Trust,,,,,," 	109,197 "," 	96,795 "," 	49,188 "," 	60,009 ", 	- 0," 	44,364 "," 	32,692 "," 	7,037 "," 	12,702 ", 	47 , 	34 , 	4 , 	1 , 	52 ," 	8,592 "," 	2,965 "," 	1,911 "," 	1,532 ", 	433 , 	372 , 	402 , 	447 , 	560 ," 	3,691 "," 	4,805 "," 	5,589 "," 	4,730 "," 	4,163 "," 	5,082 "," 	5,959 "," 	6,393 "," 	6,376 "," 	8,037 "," 	7,969 "," 	8,639 "," 	8,889 "," 	6,884 "," 	4,553 "," 	27,514 "," 	246,419 "," 	14,330 "," 	5,941 "," 	2,984 "
RJN,East Cheshire NHS Trust,,,,,," 	41,373 "," 	35,102 "," 	18,099 "," 	23,274 ", 	- 0," 	14,575 "," 	14,527 "," 	1,734 "," 	4,266 ", 	56 , 	37 , 	5 , 	2 , 	55 ," 	2,861 "," 	1,350 ", 	662 , 	574 , 	160 , 	124 , 	137 , 	149 , 	171 ," 	1,083 "," 	1,405 "," 	1,624 "," 	1,468 "," 	1,444 "," 	1,756 "," 	2,272 "," 	2,131 "," 	2,329 "," 	3,327 "," 	3,424 "," 	3,823 "," 	3,717 "," 	3,226 "," 	2,114 "," 	14,397 "," 	109,423 "," 	3,382 ", 	260 , 	537 
RVV,East Kent Hospitals University NHS Foundation Trust,,,,,," 	214,271 "," 	186,550 "," 	98,885 "," 	115,381 ",*," 	77,910 "," 	67,627 "," 	24,691 "," 	16,322 ", 	61 , 	45 , 	3 , 	1 , 	56 ," 	10,443 "," 	4,883 "," 	3,325 "," 	2,309 ", 	568 , 	724 , 	794 ," 	1,118 "," 	1,241 "," 	7,593 "," 	8,463 "," 	7,885 "," 	6,844 "," 	7,838 "," 	9,564 "," 	11,255 "," 	11,843 "," 	14,248 "," 	19,536 "," 	20,365 "," 	20,024 "," 	18,331 "," 	14,664 "," 	10,095 "," 	76,797 "," 	373,252 "," 	30,128 "," 	3,197 "," 	3,358 "
RXR,East Lancashire Hospitals NHS Trust,,,,,," 	156,558 "," 	129,539 "," 	70,874 "," 	85,682 ",*," 	56,293 "," 	46,589 "," 	11,830 "," 	14,827 ", 	39 , 	31 , 	4 , 	1 , 	50 ," 	10,641 "," 	6,132 "," 	3,783 "," 	2,667 ", 	670 , 	561 , 	726 , 	841 , 	900 ," 	5,947 "," 	7,931 "," 	7,300 "," 	6,014 "," 	6,122 "," 	7,539 "," 	8,772 "," 	9,220 "," 	10,427 "," 	12,929 "," 	11,880 "," 	11,712 "," 	10,702 "," 	7,946 "," 	4,870 "," 	48,245 "," 	348,512 "," 	17,166 "," 	2,839 "," 	2,741 "
RWK,East London NHS Foundation Trust,,,,,," 	8,159 "," 	5,702 "," 	4,719 "," 	3,440 ", 	- 0," 	4,154 ", 	276 ," 	1,078 ", 	194 , 	62 , 	40 , 	63 , 	17 , 	40 , 	- 0, 	- 0, 	- 0, 	22 , 	29 , 	41 , 	59 , 	108 , 	173 , 	830 ," 	1,209 "," 	1,224 ", 	913 , 	834 , 	677 , 	596 , 	394 , 	228 , 	219 , 	128 , 	168 , 	130 , 	64 , 	30 ,*," 	287,891 ", 	119 , 	11 , 	7 
RXC,East Sussex Healthcare NHS Trust,,,,,," 	115,498 "," 	97,380 "," 	52,411 "," 	63,087 ", 	- 0," 	38,943 "," 	32,681 "," 	17,637 "," 	8,119 ", 	51 , 	38 , 	5 , 	1 , 	59 ," 	5,271 "," 	2,429 "," 	1,369 "," 	1,192 ", 	378 , 	321 , 	362 , 	421 , 	460 ," 	2,895 "," 	3,765 "," 	3,559 "," 	3,242 "," 	3,329 "," 	4,686 "," 	6,096 "," 	5,928 "," 	7,651 "," 	11,139 "," 	11,294 "," 	11,661 "," 	11,016 "," 	9,691 "," 	7,056 "," 	42,953 "," 	288,181 "," 	12,032 "," 	1,020 "," 	1,395 "
8HP32,Eastern Surgery Ltd,,,,,, 	587 , 	587 , 	226 , 	361 , 	- 0, 	- 0, 	587 , 	- 0, 	- 0, 	133 , 	126 , 	- 0, 	- 0, 	77 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	- 0,*,*, 	13 , 	26 , 	60 , 	74 , 	150 , 	129 , 	88 , 	36 , 	575 , 	140 , 	- 0, 	9 , 	- 0
NLL20,Edward Hain Community Hospital,,,,,, 	206 , 	195 , 	84 , 	122 , 	- 0, 	37 ,*,*, 	147 ,,, 	19 , 	15 , 	77 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*,*,*, 	10 ,*,*,*, 	18 , 	25 , 	34 , 	47 , 	38 , 	- 0," 	3,760 ", 	- 0, 	- 0,*
NTPH2,Emersons Green NHS Treatment Centre,,,,,," 	12,367 "," 	12,367 "," 	5,613 "," 	6,753 ",*, 	- 0," 	12,367 ", 	- 0, 	- 0, 	51 , 	47 , 	2 , 	2 , 	56 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	14 , 	33 , 	39 , 	46 , 	485 , 	671 , 	699 , 	753 , 	843 ," 	1,002 "," 	1,059 "," 	1,037 ", 	955 ," 	1,246 "," 	1,176 "," 	1,096 ", 	780 , 	328 , 	95 ," 	10,715 "," 	3,573 ", 	- 0, 	103 , 	- 0
RVR-X,Epsom And St Helier University Hospitals NHS Trust,,,,,," 	118,935 "," 	98,449 "," 	52,144 "," 	66,791 ", 	- 0," 	38,469 "," 	40,869 "," 	6,407 "," 	12,704 ", 	50 , 	37 , 	4 , 	1 , 	54 ," 	7,101 "," 	2,632 "," 	1,906 "," 	1,476 ", 	461 , 	445 , 	515 , 	520 , 	536 ," 	3,737 "," 	5,067 "," 	5,978 "," 	5,127 "," 	4,649 "," 	5,588 "," 	6,420 "," 	6,277 "," 	6,653 "," 	8,674 "," 	8,653 "," 	9,868 "," 	10,042 "," 	8,225 "," 	6,201 "," 	38,250 "," 	268,624 "," 	13,941 "," 	1,003 "," 	2,560 "
NVM02,Epsom Day Surgery Limited,,,,,," 	2,386 ", 	605 ," 	1,153 "," 	1,233 ", 	- 0, 	- 0, 	566 , 	39 , 	- 0, 	35 , 	28 ,,, 	64 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	38 , 	60 , 	67 , 	92 , 	111 , 	164 , 	177 , 	183 , 	192 , 	276 , 	269 , 	272 , 	265 , 	140 , 	73 ," 	2,386 ", 	- 0, 	- 0, 	- 0, 	- 0
