ADP02,Kims Hospital (Newnham Court),,,,,,"3,985","3,985","1,735","2,250",0,0,"3,985",0,0,79,64, 	2 ,2,56,0,0,0,0,0,0,0,*,*,100,120,185,205,285,400,460,425,395,435,440,270,150,70,10,"2,985","1,945",0,0,0
RJZ,King's College Hospital NHS Foundation Trust,,,,,,"259,010","209,485","115,410","143,570",25,"58,210","94,200","27,910","29,165",,, 	5 ,2,52,"14,850","4,135","4,215","3,910",880,895,"1,055","1,195","1,255","8,385","13,075","15,595","14,240","11,100","12,940","16,325","16,995","15,755","17,330","18,940","18,230","17,035","14,170","9,705","99,130","576,620","11,630","5,960","8,085"
NXP21,Kingskerswell Health Centre,,,,,,285,285,285,0,0,0,285,0,0,,, 	- 0,0,39,0,0,0,0,0,0,0,*,0,*,15,60,85,75,40,*,*,*,0,0,0,0,0,0,0,0,0,285,0
RAX,Kingston Hospital NHS Foundation Trust,,,,,,"88,950","77,175","33,780","55,170",*,"29,960","21,780","2,400","23,030",47,34, 	3 ,1,48,"8,540","2,590","1,540","1,145",215,190,275,380,415,"3,050","4,930","7,695","7,145","3,915","3,180","3,530","3,715","3,660","4,565","5,245","5,465","5,625","5,140","4,420","20,365","161,935","12,295","1,450","11,635"
RW5,Lancashire Care NHS Foundation Trust,,,,,,"4,865","3,195","2,595","2,270",0,"2,650",15,485,45,*,*,*,*,45,0,0,0,15,20,35,35,60,85,455,520,490,465,485,450,365,280,220,265,175,155,130,100,50,195,"173,985",25,*,0
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,,,,,,"148,440","130,045","64,255","84,115",70,"46,870","46,620","18,340","18,215",63,41, 	4 ,1,51,"6,875","4,555","3,130","2,070",470,565,740,790,820,"6,695","9,655","8,685","6,415","5,525","6,685","8,235","9,055","9,710","10,845","12,360","11,475","10,015","7,205","4,225","54,425","328,475","14,485","2,815","8,500"
NXP20,Lawn Medical Centre,,,,,,150,150,40,105,0,0,150,0,0,,, 	0 ,0,59,0,0,0,0,0,0,0,0,0,*,*,*,10,*,15,25,15,15,15,10,15,10,*,*,0,*,0,145,0
RGD,Leeds And York Partnership NHS Foundation Trust,,,,,,"2,195","1,725","1,165","1,025",0,"1,150",80,335,160,,, 	67 ,23,42,0,0,0,*,*,10,15,25,40,310,270,235,225,200,160,130,125,90,85,80,65,60,30,*,0,"104,600",15,0,*
RY6,Leeds Community Healthcare NHS Trust,,,,,,665,515,270,390,0,395,0,125,0,,, 	29 ,21,81,0,0,0,0,0,0,0,*,0,0,*,*,*,*,10,15,*,15,25,55,80,145,160,135,0,"15,270",*,0,0
RR8,Leeds Teaching Hospitals NHS Trust,,,,,,"238,935","197,525","110,725","128,200",10,"76,805","74,745","22,455","23,520",58,35, 	5 ,2,50,"14,385","8,040","6,840","6,290","1,285","1,285","1,340","1,380","1,555","9,115","11,140","11,880","10,655","9,375","11,225","13,440","14,675","15,070","16,975","18,420","17,130","16,320","12,060","7,645","71,680","673,840","17,425","5,385","3,795"
RT5,Leicestershire Partnership NHS Trust,,,,,,"10,355","6,075","5,295","5,065",0,"5,145",405,410,115,*,*,*,*,60,0,0,0,15,10,30,20,75,60,700,670,700,435,510,525,430,515,385,505,720,825,"1,065","1,085",865,*,"221,710",25,*,*
RJ2,Lewisham And Greenwich NHS Trust,,,,,,"175,515","137,740","73,055","102,450",10,"58,280","35,265","14,845","29,350",55,24, 	4 ,1,49,"14,930","5,120","3,285","2,705",570,570,675,890,960,"6,515","10,145","11,975","10,445","6,710","7,265","8,875","11,190","9,220","9,775","11,325","11,575","11,925","10,030","7,740","45,955","373,225","20,145",615,"9,960"
RY5,Lincolnshire Community Health Services NHS Trust,,,,,,"1,235","1,235",525,710,0,155,0,895,185,,, 	21 ,16,73,0,0,0,0,0,0,0,0,*,*,*,15,25,25,10,25,25,100,195,185,145,190,160,90,870,"7,720",10,*,0
RP7,Lincolnshire Partnership NHS Foundation Trust,,,,,,"1,300","1,110",730,575,0,950,25,80,55,*,*,*,*,46,0,0,0,*,10,25,20,20,30,110,125,100,105,80,90,105,90,55,75,65,65,50,25,*,0,"94,705",20,*,0
NAM04,Liskeard Community Hospital,,,,,,10,10,*,*,0,0,10,0,0,,,,,*,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,*,*,*,*,0,0,*,0,10,0,0,0,0
NXP40,Litfield House Medical Centre,,,,,,20,20,10,10,0,0,20,0,0,*,*,*,*,66,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,*,*,*,*,*,0,*,*,0,*,0,15,0
RY1,Liverpool Community Health NHS Trust,,,,,,310,310,120,185,0,70,*,0,240,,, 	23 ,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,170",*,0,*
RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,,,,,,"14,670","13,530","9,560","5,090",15,"3,855","7,575","1,165",935,39,29, 	6 ,3,64,0,0,0,*,*,10,25,35,50,245,240,240,255,325,655,"1,110","1,510","1,780","2,050","2,295","1,935","1,240",505,115,"4,455","56,440",750,300,220
REP,Liverpool Women's NHS Foundation Trust,,,,,,"42,205","42,000","4,435","37,765",*,"1,595","9,430","1,820","29,155",23,13, 	2 ,1,25,"8,580",0,0,*,40,85,280,505,690,"5,320","8,130","7,455","3,960","1,305",805,660,455,375,285,255,185,125,50,15,"9,160","51,840",200,340,"13,215"
NR501,Livewell Southwest,,,,,,925,890,440,485,0,25,95,0,775,7,4, 	25 ,21,79,0,0,0,0,0,0,0,0,0,*,0,10,*,*,*,15,20,40,65,120,120,210,185,125,0,"22,555",0,0,*
NDAJ0,Livingstone Community Hospital,,,,,,275,275,100,175,0,*,0,0,270,,, 	22 ,20,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,10,20,35,65,65,75,0,"6,175",0,0,0
R1K,London North West University Healthcare NHS Trust,,,,,,"208,245","165,690","98,785","109,450",10,"67,600","48,005","32,710","17,375",113,24, 	4 ,1,55,"7,315","3,200","2,450","2,130",500,545,765,975,"1,085","7,520","10,475","11,665","10,850","9,005","10,100","11,655","18,325","13,230","13,805","15,235","17,220","17,075","13,380","8,560","70,505","423,595","22,320","2,385","6,085"
RC9,Luton And Dunstable University Hospital NHS Foundation Trust,,,,,,"134,500","112,000","56,445","78,055",*,"46,485","30,355","12,220","22,940",52,35, 	3 ,1,49,"9,330","4,045","2,475","2,160",565,490,550,665,880,"5,565","9,090","9,545","7,345","4,915","5,815","6,505","7,445","7,380","8,070","9,260","9,090","9,300","7,100","4,530","34,540","243,190","17,395","2,860","11,900"
RWF,Maidstone And Tunbridge Wells NHS Trust,,,,,,"127,610","111,520","56,505","71,075",30,"50,240","39,975","7,895","13,410",62,35, 	4 ,1,54,"8,600","1,800","1,310","1,290",350,535,595,645,735,"4,115","5,425","6,040","5,360","4,615","5,645","6,690","11,025","6,910","8,740","10,995","10,405","10,425","8,570","5,810","41,360","282,720","18,520",770,"2,550"
R0A,Manchester University NHS Foundation Trust,,,,,,"366,190","304,465","168,275","197,895",20,"97,775","112,875","51,095","42,720",62,33, 	4 ,1,45,"23,215","18,520","15,200","12,290","2,885","2,145","1,930","1,885","2,305","13,810","19,975","21,125","17,095","13,795","16,255","18,945","21,790","21,615","23,520","25,320","21,950","19,270","13,350","7,460","130,800","788,380","33,860","6,115","12,100"
RPA,Medway NHS Foundation Trust,,,,,,"109,430","82,070","48,980","60,430",20,"39,880","24,015","7,060","11,115",72,36, 	4 ,1,52,"8,115","2,890","1,945","1,630",330,350,495,550,655,"3,990","5,360","5,440","4,395","3,970","4,785","5,710","6,065","6,925","8,220","9,370","8,525","8,525","6,615","4,325","24,450","217,070","12,820","1,060","1,845"
NAM02,Meneage Street Surgery,,,,,,*,*,*,*,0,0,*,0,0,,,,,*,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,*,0,0,0,0,0,0,0,*,0,0,0,0
RW4,Mersey Care NHS Foundation Trust,,,,,,"3,475","2,920","2,000","1,475",0,"2,600",95,50,175,20,19, 	44 ,13,43,0,0,0,0,0,0,0,40,45,355,360,355,405,360,345,310,215,165,130,65,70,50,40,10,0,"136,725",30,*,*
RBT,Mid Cheshire Hospitals NHS Foundation Trust,,,,,,"92,640","79,910","40,205","52,430",*,"35,315","30,335","3,355","10,910",31,18, 	4 ,1,54,"5,040","1,915","1,045",975,245,270,460,545,570,"3,830","4,955","4,630","3,530","3,120","3,915","4,845","7,620","5,370","6,550","7,825","7,745","7,600","5,765","3,870","30,535","174,205","15,425",605,"5,360"
RQ8,Mid Essex Hospital Services NHS Trust,,,,,,"113,410","94,640","51,760","61,645",*,"38,880","28,755","17,505","9,500",57,33, 	4 ,1,55,"7,360","2,280","1,415","1,260",300,355,490,470,565,"3,435","4,990","5,295","4,710","3,900","5,250","5,865","6,120","6,675","8,835","10,640","9,635","9,565","7,720","5,140","37,435","203,025","11,200","1,600","1,950"
RXF-X,Mid Yorkshire Hospitals NHS Trust,,,,,,"196,355","159,060","85,280","111,075",0,"64,540","46,430","25,025","23,065",58,33, 	4 ,1,53,"9,920","4,450","3,305","2,620",660,690,"1,000","1,065","1,295","8,505","11,220","10,010","7,790","7,035","9,235","10,390","11,400","12,195","14,330","17,135","15,465","15,150","10,805","7,330","63,155","374,625","23,445","1,375","9,780"
NXP13,Middleport Medical Centre,,,,,,420,420,170,245,0,0,420,0,0,*,*,*,*,57,0,0,0,0,0,0,0,0,0,*,10,*,25,40,55,55,50,40,45,30,30,20,10,0,0,10,0,410,0
NDA26,Milford Specialist Rehabilitation Hospital,,,,,,335,335,120,215,0,*,0,65,270,,, 	32 ,27,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,15,20,35,65,95,95,0,"10,735",0,*,*
RD8,Milton Keynes University Hospital NHS Foundation Trust,,,,,,"80,840","70,975","36,095","44,740",*,"30,155","19,010","11,320","10,490",61,36, 	4 ,1,50,"5,975","3,420","1,955","1,360",295,235,315,370,360,"2,665","3,930","4,260","3,780","2,805","3,680","4,150","4,560","5,110","6,105","6,720","5,725","5,170","4,165","2,785","26,605","179,920","9,055",390,"2,625"
RP6,Moorfields Eye Hospital NHS Foundation Trust,,,,,,"37,225","37,225","17,905","19,315",*,"2,755","34,395",75,*,52,47, 	1 ,0,62,95,420,365,285,85,90,120,125,105,690,920,955,995,"1,070","1,480","2,150","2,820","3,565","4,615","5,055","4,720","3,570","1,885",675,"33,410","1,915","2,495",330,0
NAM06,Morrab Surgery,,,,,,*,*,*,*,0,0,*,0,0,,,,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0,0,0,*,0,0,0,0
NR527,Mount Gould Hospital,,,,,,85,85,55,30,0,*,10,0,70,8,7, 	65 ,48,58,0,0,0,0,0,0,0,*,0,*,*,*,*,*,*,10,10,*,10,*,10,*,*,*,0,"5,125",0,0,0
NVC08,Mount Stuart Hospital,,,,,,"3,880","3,880","1,555","2,320",0,0,"3,880",0,0,76,46, 	3 ,3,58,0,0,0,0,0,0,0,*,10,115,150,170,190,225,330,390,360,390,425,485,325,190,90,15,"3,105","2,235",0,0,0
NVC09,New Hall Hospital,,,,,,"6,060","6,060","2,785","3,270",*,0,"6,060",0,0,175,49, 	3 ,2,57,0,0,0,0,0,0,0,*,15,155,190,245,330,440,590,600,595,575,720,710,485,260,115,15,"4,165","5,495",0,0,0
NHM04,Newmarket Community Hospital,,,,,,115,115,30,90,0,0,*,0,115,,, 	20 ,17,81,*,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,15,15,15,35,25,0,"2,360",0,0,0
ACG10,Newmedica Community Ophthalmology - Bristol - Bristol,,,,,,790,790,340,450,0,0,0,790,0,,,,,73,0,0,0,0,0,0,0,0,0,0,*,0,*,*,15,25,35,55,100,150,180,135,60,25,790,0,0,0,0
ACG13,Newmedica Community Ophthalmology - Gloucestershire - Gloucester (Aspen Centre) (Acg13),,,,,,240,240,105,135,0,0,0,240,0,,,,,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,10,15,25,25,55,45,30,25,*,240,0,0,0,0
ACG07,Newmedica Community Ophthalmology - Leicestershire - Leicester (Stoneygate Eye Hospital),,,,,,"2,180","2,180",925,"1,250",0,0,0,"2,180",0,,,,,74,0,0,0,0,0,0,0,0,0,0,*,0,*,*,15,40,95,195,300,390,475,395,210,50,"2,180",0,0,0,0
ACG09,Newmedica Community Ophthalmology - North Derbyshire - Barlborough Treatment Centre,,,,,,705,705,340,365,0,0,0,705,0,,,,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,10,30,30,90,160,160,135,65,20,705,0,0,0,0
ACG12,Newmedica Community Ophthalmology - North East Lincolnshire - Grimsby,,,,,,535,535,235,300,0,0,0,535,0,,,,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,20,45,55,120,115,105,55,10,535,0,0,0,0
ACG05,Newmedica Community Ophthalmology - Swindon - Swindon (Taw Hill Medical Centre),,,,,,*,*,0,*,0,0,0,*,0,,,,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0,0,0,0
ACG06,Newmedica Community Ophthalmology - Swindon - Tetbury,,,,,,10,10,*,*,0,0,0,10,0,,,,,63,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,*,*,*,0,*,0,0,10,0,0,0,0
RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,,,,,,"225,330","177,385","105,680","119,645",*,"56,010","71,145","31,825","18,410",56,31, 	4 ,1,58,"8,660","3,865","2,345","2,385",695,620,660,825,"1,020","6,625","8,905","8,635","7,160","6,385","8,630","11,165","16,475","15,185","20,850","24,555","21,375","19,805","15,125","10,640","89,140","343,105","14,350","2,395","7,155"
RMY-X,Norfolk And Suffolk NHS Foundation Trust,,,,,,"3,635","2,775","1,860","1,770",0,"1,915",755,0,105,,, 	54 ,21,46,0,0,*,10,15,30,30,65,55,380,370,285,300,315,265,335,225,225,180,185,160,120,55,15,0,"157,960",20,*,*
RY3,Norfolk Community Health And Care NHS Trust,,,,,,"4,375","3,555","1,880","2,490",0,100,0,960,"2,495",,, 	21 ,14,71,0,0,20,105,30,70,30,10,45,175,30,45,90,20,55,50,115,165,240,365,425,610,860,780,0,"75,500",*,10,10
RVJ-X,North Bristol NHS Trust,,,,,,"158,985","134,140","67,820","91,170",*,"48,320","57,210","5,695","22,915",50,26, 	4 ,1,55,"6,535",0,0,*,25,315,585,775,"1,015","6,720","10,085","11,220","9,110","6,775","7,370","9,110","10,855","10,230","11,700","14,010","12,975","11,535","9,705","6,920","50,430","369,925","16,025","1,445","9,965"
RNL,North Cumbria University Hospitals NHS Trust,,,,,,"86,055","76,710","39,735","46,320",0,"35,095","26,410","8,860","6,345",58,36, 	4 ,1,56,"4,555","2,395","1,135","1,075",265,215,280,365,415,"2,465","3,170","3,315","2,675","2,390","3,390","4,465","5,910","6,280","7,485","8,770","8,210","7,290","5,260","3,050","29,855","187,740","10,040","1,020","1,150"
NVC11,North Downs Hospital,,,,,,"2,290","2,290",965,"1,325",0,0,"2,290",0,0,93,35, 	2 ,3,57,0,0,0,0,0,0,0,0,*,75,95,100,115,140,215,215,250,235,250,250,175,90,55,15,"1,870","1,035",0,0,0
NTP15,North East London Treatment Centre Care Uk,,,,,,"9,615","8,855","4,525","5,090",*,0,"8,855",0,0,33,21, 	2 ,2,54,0,0,0,0,0,0,0,25,35,335,510,630,715,715,770,925,950,865,910,865,690,395,205,55,"8,905","1,530",0,10,0
RAP,North Middlesex University Hospital NHS Trust,,,,,,"91,930","76,675","41,075","50,850",10,"33,265","21,090","10,790","11,530",59,32, 	4 ,1,48,"9,655","3,545","2,330","1,640",330,215,300,370,415,"2,770","4,415","4,435","3,975","3,515","4,150","5,125","5,120","4,880","4,890","6,015","6,410","5,975","5,025","3,035","29,865","188,920","11,310",160,"1,545"
RLY,North Staffordshire Combined Healthcare NHS Trust,,,,,,"2,210","2,040","1,295",915,*,970,45,960,65,,, 	31 ,6,39,0,0,135,250,35,50,80,85,20,135,165,140,175,130,125,105,80,100,35,80,90,75,65,45,0,"61,305",25,85,*
RVW,North Tees And Hartlepool NHS Foundation Trust,,,,,,"116,825","92,315","51,870","64,955",0,"44,245","16,075","24,215","7,780",58,36, 	4 ,1,55,"5,525","2,940","1,630","1,190",240,260,385,470,610,"3,835","4,780","4,775","4,265","3,925","5,695","7,390","7,915","8,360","9,530","10,710","10,075","9,960","7,210","3,770","34,185","207,370","16,500","2,265","1,690"
RGN,North West Anglia NHS Foundation Trust,,,,,,"162,065","131,695","74,075","87,985",*,"51,485","46,245","18,285","15,675",48,35, 	4 ,1,54,"11,970","3,095","2,180","1,805",435,455,575,760,725,"4,715","6,890","7,330","6,460","5,470","6,700","8,170","9,235","10,450","12,625","15,515","13,805","13,320","10,610","7,460","53,750","300,985","14,405","3,350","2,820"
RTV,North West Boroughs Healthcare NHS Foundation Trust,,,,,,"3,200","2,740","1,755","1,445",0,"2,415",0,320,*,,, 	39 ,17,44,0,0,0,*,*,10,20,50,45,360,365,320,330,245,285,210,165,130,135,170,130,85,65,15,*,"109,835",10,0,0
RNS,Northampton General Hospital NHS Trust,,,,,,"125,380","111,765","52,860","72,520",*,"44,030","33,345","13,690","20,695",52,37, 	4 ,1,50,"8,050","3,330","2,255","1,660",465,425,580,670,740,"5,345","8,130","8,125","6,260","4,895","5,470","6,355","7,060","7,445","8,855","10,815","9,030","7,960","5,915","4,070","41,915","278,325","17,230","1,040","11,205"
RP1,Northamptonshire Healthcare NHS Foundation Trust,,,,,,"3,055","3,055","1,120","1,430",500,0,"3,055",0,0,,, 	56 ,48,63,0,0,0,20,25,25,25,30,30,155,135,115,140,115,125,135,110,75,155,260,250,435,340,360,0,"205,675",0,*,0
RBZ,Northern Devon Healthcare NHS Trust,,,,,,"57,565","49,150","25,635","31,930",*,"20,825","14,450","8,250","5,625",61,37, 	3 ,1,57,"2,660","1,140",975,555,150,200,175,260,300,"1,950","2,385","2,270","1,675","1,650","1,950","2,690","3,630","3,960","5,010","6,260","5,680","5,170","4,165","2,555","18,880","98,570","7,365","1,930","2,420"
RJL-X,Northern Lincolnshire And Goole NHS Foundation Trust,,,,,,"119,665","108,600","54,080","65,585",*,"37,955","35,855","23,440","11,350",55,29, 	5 ,2,56,"5,755","1,830","1,480","1,005",205,305,430,575,690,"4,365","5,325","4,795","3,980","3,635","5,235","6,710","7,360","8,420","10,280","12,520","11,855","10,565","7,470","4,545","52,880","253,435","7,725","1,490","2,470"
RX4,"Northumberland, Tyne And Wear NHS Foundation Trust",,,,,,"3,540","2,300","2,035","1,510",0,"1,895",65,330,*,,, 	110 ,32,47,0,0,*,30,25,40,55,35,50,230,335,345,345,275,275,285,215,190,145,190,160,140,120,45,0,"224,945",25,*,0
RTF,Northumbria Healthcare NHS Foundation Trust,,,,,,"155,880","119,205","68,880","87,000",*,"56,895","34,075","20,790","7,445",39,27, 	4 ,1,60,"5,025","2,185","1,230",930,220,330,425,530,625,"3,475","4,680","5,215","4,925","5,045","6,775","8,495","12,125","11,765","14,220","16,895","15,180","14,755","11,620","8,255","48,330","302,950","23,560",760,925
RX1,Nottingham University Hospitals NHS Trust,,,,,,"276,465","218,420","124,550","151,875",40,"77,985","85,720","20,370","34,345",40,17, 	4 ,1,53,"13,575","6,575","4,385","4,150","1,175","1,075","1,290","1,685","1,800","11,160","14,100","14,485","11,485","9,795","12,330","15,855","17,365","18,395","21,510","24,620","22,105","20,200","15,465","9,885","84,355","594,970","19,195","3,825","13,440"
RHA,Nottinghamshire Healthcare NHS Foundation Trust,,,,,,"4,545","4,210","2,445","2,095",*,"1,350",980,"1,410",470,45,17, 	62 ,20,54,0,0,0,15,15,20,35,45,55,265,325,400,360,345,250,285,270,200,235,270,255,330,300,230,0,"211,215",20,25,*
NT202,"Nuffield Health, Bournemouth Hospital",,,,,,880,880,405,475,0,0,880,0,0,117,72, 	3 ,3,65,0,0,0,0,0,0,0,*,*,10,25,30,35,30,50,40,65,65,130,120,125,80,50,20,740,435,0,0,0
NT204,"Nuffield Health, Brentwood Hospital",,,,,,"1,770","1,770",575,"1,195",0,0,"1,770",0,0,108,89, 	2 ,2,54,0,*,10,*,0,*,*,10,10,55,100,80,135,150,185,150,145,145,155,170,110,90,40,*,"1,210","1,210",0,0,0
NT205,"Nuffield Health, Brighton Hospital",,,,,,540,540,295,245,0,0,540,0,0,238,213, 	3 ,2,53,0,0,0,0,0,0,0,0,*,10,20,10,15,20,20,35,30,25,20,25,15,10,*,0,175,"1,215",0,0,0
NT206,"Nuffield Health, Bristol Hospital (Chesterfield)",,,,,,"1,390","1,390",570,815,0,0,940,450,0,68,45, 	2 ,1,59,0,0,0,0,0,0,0,*,*,35,40,80,55,90,100,125,140,105,140,160,135,100,55,20,"1,165",380,0,50,0
NT209,"Nuffield Health, Cambridge Hospital",,,,,,500,500,225,275,0,0,500,0,0,98,77, 	3 ,3,55,0,0,0,0,0,0,0,*,*,20,25,25,35,30,40,50,40,50,65,60,35,20,*,*,285,580,0,0,0
NT211,"Nuffield Health, Cheltenham Hospital",,,,,,120,120,65,55,0,0,120,0,0,69,47, 	4 ,5,60,0,0,0,0,0,0,0,0,0,*,*,*,*,10,10,10,10,10,10,20,20,10,0,0,60,215,0,0,0
NT212,"Nuffield Health, Chichester Hospital",,,,,,"1,705","1,705",685,"1,020",0,0,"1,705",0,0,123,81, 	2 ,2,60,0,0,0,0,0,0,0,*,*,35,50,40,85,95,130,170,140,165,240,235,180,100,35,*,"1,170","1,240",0,0,0
NT213,"Nuffield Health, Derby Hospital",,,,,,"1,650","1,650",805,845,0,0,"1,650",0,0,104,89, 	2 ,2,60,0,0,0,0,0,0,0,*,10,45,45,55,60,50,125,170,160,180,205,275,155,90,20,*,740,"2,205",0,0,0
NT215,"Nuffield Health, Exeter Hospital",,,,,,315,315,185,130,0,0,315,0,0,83,28, 	2 ,1,62,0,0,0,0,0,0,0,0,0,*,15,10,*,15,10,15,25,35,55,40,40,35,*,0,245,130,0,0,0
NT218,"Nuffield Health, Haywards Heath Hospital",,,,,,430,430,225,205,0,0,430,0,0,70,56, 	2 ,2,60,0,0,0,0,0,0,0,0,0,*,*,10,30,25,35,45,35,50,50,65,40,25,*,0,180,555,0,0,0
NT219,"Nuffield Health, Hereford Hospital",,,,,,600,600,310,290,0,0,600,0,0,127,76, 	3 ,3,61,0,0,0,0,0,0,0,*,0,10,10,25,15,30,45,45,60,80,95,90,65,25,*,*,330,815,0,0,0
NT225,"Nuffield Health, Leeds Hospital",,,,,,"4,730","4,730","2,075","2,655",0,0,"4,730",0,0,125,81, 	2 ,2,50,0,0,0,0,0,0,0,20,40,285,350,315,360,350,465,495,480,435,370,370,220,110,35,10,"3,625","1,955",0,0,0
NT226,"Nuffield Health, Leicester Hospital",,,,,,"1,705","1,705",930,775,0,0,"1,705",0,0,85,58, 	2 ,2,53,0,0,0,0,0,0,0,20,20,90,95,105,95,125,125,165,170,160,190,165,100,55,20,*,"1,250","1,025",0,0,0
NT229,"Nuffield Health, Newcastle Upon Tyne Hospital",,,,,,360,360,250,110,0,0,360,0,0,101,53, 	2 ,2,49,0,0,0,0,0,0,0,*,0,20,20,35,55,40,25,15,30,25,40,25,10,15,*,*,215,255,0,0,0
NT230,"Nuffield Health, North Staffordshire Hospital",,,,,,"2,550","2,550","1,195","1,355",0,0,"2,550",0,0,129,82, 	2 ,2,58,0,0,0,0,0,0,0,*,*,35,60,65,115,135,245,325,330,335,295,285,185,100,20,*,"1,665","2,130",0,0,0
NT233,"Nuffield Health, Plymouth Hospital",,,,,,"2,180","2,180","1,125","1,055",0,0,"2,180",0,0,109,76, 	2 ,1,54,0,0,0,0,0,0,0,*,10,95,110,110,120,140,195,230,245,225,230,245,125,55,20,*,"1,430","1,450",0,0,0
NT235,"Nuffield Health, Shrewsbury Hospital",,,,,,"1,670","1,670",740,935,0,0,"1,670",0,0,122,90, 	3 ,3,66,0,0,0,0,0,0,0,*,*,15,20,40,30,50,80,125,140,170,205,270,255,180,75,15,"1,425",725,0,0,0
NT238,"Nuffield Health, Taunton Hospital",,,,,,890,890,390,505,0,0,890,0,0,171,117, 	2 ,2,60,0,0,0,0,0,0,0,*,*,25,25,20,40,35,65,85,80,100,100,120,110,55,25,*,645,575,0,0,0
NT237,"Nuffield Health, Tees Hospital",,,,,,"4,075","4,075","1,885","2,190",0,0,"4,075",0,0,138,78, 	2 ,2,66,0,0,0,0,0,0,*,*,*,45,60,75,100,90,185,270,345,425,510,655,605,455,195,45,"3,135","1,880",0,0,0
NT210,"Nuffield Health, The Grosvenor Hospital, Chester",,,,,,520,520,300,220,0,0,520,0,0,76,22, 	3 ,3,58,0,0,0,0,0,0,0,0,*,10,15,10,30,20,45,50,65,65,70,70,40,20,*,*,250,705,0,0,0
NT239,"Nuffield Health, Tunbridge Wells Hospital",,,,,,790,790,375,415,0,0,790,0,0,155,98, 	2 ,2,59,0,0,0,0,0,0,0,0,*,25,20,30,50,35,60,70,70,70,105,100,85,40,20,10,670,260,0,0,0
NT224,"Nuffield Health, Warwickshire Hospital",,,,,,740,740,310,430,0,0,740,0,0,128,94, 	3 ,2,61,0,0,0,0,0,0,0,*,*,10,15,15,25,35,50,80,80,85,100,120,75,35,15,*,360,950,0,0,0
NT214,"Nuffield Health, Wessex Hospital",,,,,,"1,440","1,440",620,820,0,0,"1,440",0,0,61,20, 	2 ,3,59,0,0,0,0,0,0,0,*,*,20,40,45,50,80,110,135,145,180,175,220,140,50,25,*,905,"1,240",0,0,0
NT241,"Nuffield Health, Woking Hospital",,,,,,690,690,270,420,0,0,690,0,0,189,107, 	2 ,2,63,0,0,0,0,0,0,0,*,*,*,15,25,30,30,35,75,45,45,85,115,70,65,30,15,605,185,0,0,0
NT242,"Nuffield Health, Wolverhampton Hospital",,,,,,"2,605","2,605","1,135","1,470",0,0,"2,605",0,0,150,106, 	3 ,3,68,0,0,0,0,0,0,0,*,*,15,30,35,55,45,110,120,160,235,335,425,430,360,185,50,"2,235",985,0,0,0
NT245,"Nuffield Health, York Hospital",,,,,,720,720,315,405,0,0,720,0,0,110,63, 	3 ,3,63,0,0,0,0,0,0,0,*,*,15,15,15,15,15,50,60,65,75,120,120,80,50,20,*,340,"1,020",0,0,0
NT244,Nuffield Hospital Oxford (The Manor),,,,,,280,280,115,160,0,0,280,0,0,128,100, 	4 ,4,57,0,0,0,0,0,0,0,0,0,15,15,15,10,10,20,15,30,25,45,30,30,10,*,0,95,680,0,0,0
NAM07,Oak Tree Surgery,,,,,,*,*,*,0,0,0,*,0,0,,,,,*,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0
NVC12,Oaklands Hospital,,,,,,"4,590","4,590","2,180","2,410",*,0,"4,590",0,0,55,15, 	2 ,2,52,0,0,0,0,0,0,*,15,20,165,265,335,350,315,445,570,465,420,375,400,225,135,40,10,"3,845","1,710",0,0,0
NVC13,Oaks Hospital,,,,,,"5,460","5,460","2,390","3,070",0,0,"5,460",0,0,108,58, 	2 ,3,58,0,*,10,10,*,*,0,15,25,165,200,220,280,340,440,495,450,520,665,675,450,330,120,35,"4,980","1,165",0,0,0
NXP02,Old Town Surgery,,,,,,90,90,45,45,0,0,90,0,0,*,*,*,*,59,0,0,0,0,0,0,0,0,0,*,*,0,*,*,*,15,10,15,10,10,10,*,*,*,0,*,0,90,0
AVQ01,One Ashford Hospital,,,,,,575,575,285,290,0,0,575,0,0,29,21, 	2 ,2,56,0,0,0,0,0,0,0,*,*,20,20,20,35,35,50,65,50,65,65,65,45,25,*,*,345,525,0,0,0
